Name,Source,Size,Type,Alignment,AC,HP,Speed,Strength,Dexterity,Constitution,Intelligence,Wisdom,Charisma,Saving Throws,Skills,Damage Vulnerabilities,Damage Resistances,Damage Immunities,Condition Immunities,Senses,Languages,CR,Traits,Actions,Bonus Actions,Reactions,Legendary Actions,Mythic Actions,Lair Actions,Regional Effects,Environment
Myconid Adult,MM,Medium,plant,lawful neutral,12 (natural armor),22 (4d8 + 4),20 ft.,10,10,12,10,13,7,,,,,,,"darkvision 120 ft., passive Perception 11",—,0.5," Distress Spores. When the myconid takes damage, all other myconids within 240 feet of it can sense its pain. Sun Sickness. While in sunlight, the myconid has disadvantage on ability checks, attack rolls, and saving throws. The myconid dies if it spends more than 1 hour in direct sunlight."," Fist. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 5 (2d4) bludgeoning damage plus 5 (2d4) poison damage. Pacifying Spores (3/Day). The myconid ejects spores at one creature it can see within 5 feet of it. The target must succeed on a DC 11 Constitution saving throw or be stunned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. Rapport Spores. A 20-foot radius of spores extends from the myconid. These spores can go around corners and affect only creatures with an Intelligence of 2 or higher that aren't undead, constructs, or elementals. Affected creatures can communicate telepathically with one another while they are within 30 feet of each other. The effect lasts for 1 hour.",,,,,,,Underdark
Myconid Sprout,MM,Small,plant,lawful neutral,10,7 (2d6),10 ft.,8,10,10,8,11,5,,,,,,,"darkvision 120 ft., passive Perception 10",—,0.0," Distress Spores. When the myconid takes damage, all other myconids within 240 feet of it can sense its pain. Sun Sickness. While in sunlight, the myconid has disadvantage on ability checks, attack rolls, and saving throws. The myconid dies if it spends more than 1 hour in direct sunlight."," Fist. Melee Weapon Attack: +1 to hit, reach 5 ft., one target. Hit: 1 (1d4 - 1) bludgeoning damage plus 2 (1d4) poison damage. Rapport Spores (3/Day). A 10-foot radius of spores extends from the myconid. These spores can go around corners and affect only creatures with an Intelligence of 2 or higher that aren't undead, constructs, or elementals. Affected creatures can communicate telepathically with one another while they are within 30 feet of each other. The effect lasts for 1 hour.",,,,,,,Underdark
Shadow,MM,Medium,undead,chaotic evil,12,16 (3d8 + 3),40 ft.,6,14,13,6,10,8,,Stealth +4,radiant,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison","exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained","darkvision 60 ft., passive Perception 10",—,0.5," Amorphous. The shadow can move through a space as narrow as 1 inch wide without squeezing. Shadow Stealth. While in dim light or darkness, the shadow can take the Hide action as a bonus action. Its stealth bonus is also improved to +6. Sunlight Weakness. While in sunlight, the shadow has disadvantage on attack rolls, ability checks, and saving throws."," Strength Drain. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 9 (2d6 + 2) necrotic damage, and the target's Strength score is reduced by 1d4. The target dies if this reduces its Strength to 0. Otherwise, the reduction lasts until the target finishes a short or long rest.If a non-evil humanoid dies from this attack, a new shadow rises from the corpse 1d4 hours later.",,,,,,,"Underdark, Urban"
Specter,MM,Medium,undead,chaotic evil,12,22 (5d8),"0 ft., fly 50 ft. (hover)",1,14,11,10,10,11,,,,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison","charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","darkvision 60 ft., passive Perception 10",understands all languages it knew in life but can't speak,1.0," Incorporeal Movement. The specter can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object. Sunlight Sensitivity. While in sunlight, the specter has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight."," Life Drain. Melee Spell Attack: +4 to hit, reach 5 ft., one creature. Hit: 10 (3d6) necrotic damage. The target must succeed on a DC 10 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the creature finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.",,,,,,,"Underdark, Urban"
Giant Centipede,MM,Small,beast,unaligned,13 (natural armor),4 (1d6 + 1),"30 ft., climb 30 ft.",5,14,12,1,7,3,,,,,,,"blindsight 30 ft., passive Perception 8",—,0.25,," Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage, and the target must succeed on a DC 11 Constitution saving throw or take 10 (3d6) poison damage. If the poison damage reduces the target to 0 hit points, the target is stable but poisoned for 1 hour, even after regaining hit points, and is paralyzed while poisoned in this way.",,,,,,,"Underdark, Urban"
Cranium Rat,MPMM,Tiny,aberration,unaligned,12,2 (1d4),30 ft.,2,14,10,4,11,8,,,,,,,"darkvision 30 ft., passive Perception 10",telepathy 30 ft.,0.0," Telepathic Shroud. The cranium rat is immune to any effect that would sense its emotions or read its thoughts, as well as to all divination spells."," Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 1 piercing damage.", Illumination. The cranium rat sheds dim light from its exposed brain in a 5-foot radius or extinguishes the light.,,,,,,"Underdark, Urban"
Quipper,MM,Tiny,beast,unaligned,13,1 (1d4 - 1),"0 ft., swim 40 ft.",2,16,9,1,7,2,,,,,,,"darkvision 60 ft., passive Perception 8",—,0.0, Blood Frenzy. The quipper has advantage on melee attack rolls against any creature that doesn't have all its hit points. Water Breathing. The quipper can breathe only underwater.," Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 1 piercing damage.",,,,,,,Underwater
Swarm of Quippers,MM,Medium,swarm of tiny beasts,unaligned,13,28 (8d8 - 8),"0 ft., swim 40 ft.",13,16,9,1,7,2,,,,"bludgeoning, piercing, slashing",,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","darkvision 60 ft., passive Perception 8",—,1.0," Blood Frenzy. The swarm has advantage on melee attack rolls against any creature that doesn't have all its hit points. Swarm. The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny quipper. The swarm can't regain hit points or gain temporary hit points. Water Breathing. The swarm can breathe only underwater."," Bites. Melee Weapon Attack: +5 to hit, reach 0 ft., one creature in the swarm's space. Hit: 14 (4d6) piercing damage, or 7 (2d6) piercing damage if the swarm has half of its hit points or fewer.",,,,,,,Underwater
Giant Octopus,MM,Large,beast,unaligned,11,52 (8d10 + 8),"10 ft., swim 60 ft.",17,13,13,4,10,4,,"Perception +4, Stealth +5",,,,,"darkvision 60 ft., passive Perception 14",—,1.0," Hold Breath. While out of water, the octopus can hold its breath for 1 hour. Underwater Camouflage. The octopus has advantage on Dexterity (Stealth) checks made while underwater. Water Breathing. The octopus can breathe only underwater."," Tentacles. Melee Weapon Attack: +5 to hit, reach 15 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage. If the target is a creature, it is grappled (escape DC 16). Until this grapple ends, the target is restrained, and the octopus can't use its tentacles on another target. Ink Cloud (Recharges after a Short or Long Rest). A 20-foot-radius cloud of ink extends all around the octopus if it is underwater. The area is heavily obscured for 1 minute, although a significant current can disperse the ink. After releasing the ink, the octopus can use the Dash action as a bonus action.",,,,,,,Underwater
Giant Sea Horse,MM,Large,beast,unaligned,13 (natural armor),16 (3d10),"0 ft., swim 40 ft.",12,15,11,2,12,5,,,,,,,passive Perception 11,—,0.5," Charge. If the sea horse moves at least 20 feet straight toward a target and then hits it with a ram attack on the same turn, the target takes an extra 7 (2d6) bludgeoning damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone. Water Breathing. The sea horse can breathe only underwater."," Ram. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) bludgeoning damage.",,,,,,,Underwater
Steam Mephit,MM,Small,elemental,neutral evil,10,21 (6d6),"30 ft., fly 30 ft.",5,11,10,11,10,12,,,,,"fire, poison",poisoned,"darkvision 60 ft., passive Perception 10","Aquan, Ignan",0.25," Death Burst. When the mephit dies, it explodes in a cloud of steam. Each creature within 5 feet of the mephit must succeed on a DC 10 Dexterity saving throw or take 4 (1d8) fire damage. Innate Spellcasting (1/Day). The mephit can innately cast blur, requiring no material components. Its innate spellcasting ability is Charisma."," Claws. Melee Weapon Attack: +2 to hit, reach 5 ft., one creature. Hit: 2 (1d4) slashing damage plus 2 (1d4) fire damage. Steam Breath (Recharge 6). The mephit exhales a 15-foot cone of scalding steam. Each creature in that area must succeed on a DC 10 Dexterity saving throw, taking 4 (1d8) fire damage on a failed save, or half as much damage on a successful one.",,,,,,,Underwater
Reef Shark,MM,Medium,beast,unaligned,12 (natural armor),22 (4d8 + 4),"0 ft., swim 40 ft.",14,13,13,1,10,4,,Perception +2,,,,,"blindsight 30 ft., passive Perception 12",—,0.5, Pack Tactics. The shark has advantage on an attack roll against a creature if at least one of the shark's allies is within 5 feet of the creature and the ally isn't incapacitated. Water Breathing. The shark can breathe only underwater.," Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage.",,,,,,,Underwater
Thug,MM,Medium,humanoid (any race),any non-good alignment,11 (leather armor),32 (5d8 + 10),30 ft.,15,11,14,10,10,11,,Intimidation +2,,,,,passive Perception 10,any one language (usually Common),0.5, Pack Tactics. The thug has advantage on an attack roll against a creature if at least one of the thug's allies is within 5 feet of the creature and the ally isn't incapacitated.," Multiattack. The thug makes two melee attacks. Mace. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) bludgeoning damage. Heavy Crossbow. Ranged Weapon Attack: +2 to hit, range 100/400 ft., one target. Hit: 5 (1d10) piercing damage.",,,,,,,Urban
Spy,MM,Medium,humanoid (any race),any alignment,12,27 (6d8),30 ft.,10,15,10,12,14,16,,"Deception +5, Insight +4, Investigation +5, Perception +6, Persuasion +5, Sleight of Hand +4, Stealth +4",,,,,passive Perception 16,any two languages,1.0," Cunning Action. On each of its turns, the spy can use a bonus action to take the Dash, Disengage, or Hide action. Sneak Attack (1/Turn). The spy deals an extra 7 (2d6) damage when it hits a target with a weapon attack and has advantage on the attack roll, or when the target is within 5 feet of an ally of the spy that isn't incapacitated and the spy doesn't have disadvantage on the attack roll."," Multiattack. The spy makes two melee attacks. Shortsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage. Hand Crossbow. Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",,,,,,,Urban
Warhorse,MM,Large,beast,unaligned,11,19 (3d10 + 3),60 ft.,18,12,13,2,12,7,,,,,,,passive Perception 11,—,0.5," Trampling Charge. If the horse moves at least 20 feet straight toward a creature and then hits it with a hooves attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the horse can make another attack with its hooves against it as a bonus action."," Hooves. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.",,,,,,,Urban
Cultist,MM,Medium,humanoid (any race),any non-good alignment,12 (leather armor),9 (2d8),30 ft.,11,12,10,10,11,10,,"Deception +2, Religion +2",,,,,passive Perception 10,any one language (usually Common),0.125, Dark Devotion. The cultist has advantage on saving throws against being charmed or frightened.," Scimitar. Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 4 (1d6 + 1) slashing damage.",,,,,,,Urban
Smoke Mephit,MM,Small,elemental,neutral evil,12,22 (5d6 + 5),"30 ft., fly 30 ft.",6,14,12,10,10,11,,"Perception +2, Stealth +4",,,"fire, poison",poisoned,"darkvision 60 ft., passive Perception 12","Auran, Ignan",0.25," Death Burst. When the mephit dies, it leaves behind a cloud of smoke that fills a 5-foot-radius sphere centered on its space. The sphere is heavily obscured. Wind disperses the cloud, which otherwise lasts for 1 minute. Innate Spellcasting (1/Day). The mephit can innately cast dancing lights, requiring no material components. Its innate spellcasting ability is Charisma."," Claws. Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) slashing damage. Cinder Breath (Recharge 6). The mephit exhales a 15-foot cone of smoldering ash. Each creature in that area must succeed on a DC 10 Dexterity saving throw or be blinded until the end of the mephit's next turn.",,,,,,,Urban
Skeleton,MM,Medium,undead,lawful evil,13 (armor scraps),13 (2d8 + 4),30 ft.,10,14,15,6,8,5,,,bludgeoning,,poison,"exhaustion, poisoned","darkvision 60 ft., passive Perception 9",understands all languages it spoke in life but can't speak,0.25,," Shortsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage. Shortbow. Ranged Weapon Attack: +4 to hit, range 80/320 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",,,,,,,Urban
Noble,MM,Medium,humanoid (any race),any alignment,15 (breastplate),9 (2d8),30 ft.,11,12,11,12,14,16,,"Deception +5, Insight +4, Persuasion +5",,,,,passive Perception 12,any two languages,0.125,," Rapier. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 5 (1d8 + 1) piercing damage.",," Parry. The noble adds 2 to its AC against one melee attack that would hit it. To do so, the noble must see the attacker and be wielding a melee weapon.",,,,,Urban
Pony,MM,Medium,beast,unaligned,10,11 (2d8 + 2),40 ft.,15,10,13,2,11,7,,,,,,,passive Perception 10,—,0.125,," Hooves. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) bludgeoning damage.",,,,,,,Urban
Apprentice Wizard,MPMM,Medium,humanoid,any alignment,10 (13 with mage armor),13 (3d8),30 ft.,10,10,10,14,10,11,,"Arcana +4, History +4",,,,,passive Perception 10,any one language (usually Common),0.25,," Arcane Burst. Melee or Ranged Spell Attack: +4 to hit, reach 5 ft. or range 120 ft., one target. Hit: 7 (1d10 + 2) force damage. Spellcasting. The apprentice casts one of the following spells, using Intelligence as the spellcasting ability (spell save DC 12)At will: mage hand, prestidigitation1/day each: burning hands, disguise self, mage armor",,,,,,,Urban
Acolyte,MM,Medium,humanoid (any race),any alignment,10,9 (2d8),30 ft.,10,10,10,10,14,11,,"Medicine +4, Religion +2",,,,,passive Perception 12,any one language (usually Common),0.25," Spellcasting. The acolyte is a 1st-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 12, +4 to hit with spell attacks). The acolyte has following cleric spells prepared:Cantrips (at will): light, sacred flame, thaumaturgy1st level (3 slots): bless, cure wounds, sanctuary"," Club. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 2 (1d4) bludgeoning damage.",,,,,,,Urban
Draft Horse,MM,Large,beast,unaligned,10,19 (3d10 + 3),40 ft.,18,10,12,2,11,7,,,,,,,passive Perception 10,—,0.25,," Hooves. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (2d4 + 4) bludgeoning damage.",,,,,,,Urban
Zombie,MM,Medium,undead,neutral evil,8,22 (3d8 + 9),20 ft.,13,6,16,3,6,5,Wis +0,,,,poison,poisoned,"darkvision 60 ft., passive Perception 8",understands all languages it spoke in life but can't speak,0.25," Undead Fortitude. If damage reduces the zombie to 0 hit points, it must make a Constitution saving throw with a DC of 5 + the damage taken, unless the damage is radiant or from a critical hit. On a success, the zombie drops to 1 hit point instead."," Slam. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) bludgeoning damage.",,,,,,,Urban
